"","accession","isolate","host","db_xref","country","collection_date","note","length","definition","version"
"855","MN233908",NA,"red fox",11292,"Canada: Newfoundland and Labrador","1996","arctic: A3 lineage",11926,"Rabies lyssavirus strain NL.1996.2060RFX, complete genome.","MN233908.1"
"856","MN233907",NA,"red fox",11292,"Canada: Newfoundland and Labrador","1996","arctic: A3 lineage",11926,"Rabies lyssavirus strain NL.1996.2026RFX, complete genome.","MN233907.1"
"857","MN233906",NA,"red fox",11292,"Canada: Newfoundland and Labrador","1996","arctic: A3 lineage",11926,"Rabies lyssavirus strain NL.1996.1855RFX, complete genome.","MN233906.1"
"858","MN233905",NA,"dog",11292,"Canada: Manitoba","2012","arctic: A3 lineage",11926,"Rabies lyssavirus strain MB.2012.1008DOG, complete genome.","MN233905.1"
"859","MN233904",NA,"red fox",11292,"Canada: Manitoba","2012","arctic: A3 lineage",11926,"Rabies lyssavirus strain MB.2012.0888RFX, complete genome.","MN233904.1"
"860","MN233903",NA,"red fox",11292,"Canada: Manitoba","2005","arctic: A3 lineage",11926,"Rabies lyssavirus strain MB.2005.6048RFX, complete genome.","MN233903.1"
"861","MN233902",NA,"arctic fox",11292,"USA: Alaska","2008","arctic: A3 lineage",11926,"Rabies lyssavirus strain AK.2008.V1488AFX, complete genome.","MN233902.1"
"862","MN233901",NA,"red fox",11292,"USA: Alaska","2008","arctic: A3 lineage",11926,"Rabies lyssavirus strain AK.2008.V1486RFX, complete genome.","MN233901.1"
"863","MN233900",NA,"arctic fox",11292,"USA: Alaska","2007","arctic: A3 lineage",11926,"Rabies lyssavirus strain AK.2007.V1482AFX, complete genome.","MN233900.1"
"864","MN233899",NA,"arctic fox",11292,"USA: Alaska","2007","arctic: A3 lineage",11926,"Rabies lyssavirus strain AK.2007.V1481AFX, complete genome.","MN233899.1"
"865","MN233898",NA,"red fox",11292,"USA: Alaska","1989","arctic: A3 lineage",11926,"Rabies lyssavirus strain AK.1989.V811RFX, complete genome.","MN233898.1"
"866","MN175989",NA,"cattle",11292,"China: Jiangsu Province","2019",NA,11924,"Rabies lyssavirus strain JSTZ190314, complete genome.","MN175989.1"
"867","MN857171","BAI/BAI3/2019-01/fel","feline",11292,"Philippines: San Miguel","06-May-2019",NA,11922,"Rabies lyssavirus isolate BAI/BAI3/2019-01/fel, complete genome.","MN857171.1"
"868","MN857170","BAI/BAI4A/2019-01/can","canine",11292,"Philippines: Angono","27-May-2019",NA,11922,"Rabies lyssavirus isolate BAI/BAI4A/2019-01/can, complete genome.","MN857170.1"
"869","MN857169","BAI/BAINCR/2019-03/can","canine",11292,"Philippines: Pasay City","31-May-2019",NA,11922,"Rabies lyssavirus isolate BAI/BAINCR/2019-03/can, complete genome.","MN857169.1"
"870","MN857168","BAI/BAINCR/2019-02/can","canine",11292,"Philippines: Quezon City","28-May-2019",NA,11922,"Rabies lyssavirus isolate BAI/BAINCR/2019-02/can, complete genome.","MN857168.1"
"871","MN857167","BAI/BAINCR/2019-01/can","canine",11292,"Philippines: Caloocan City","26-Jun-2019",NA,11922,"Rabies lyssavirus isolate BAI/BAINCR/2019-01/can, complete genome.","MN857167.1"
"872","MN186250","GXYZ2018","dog",11292,"China: Yizhou","2018","genotype: 2",11923,"Rabies lyssavirus isolate GXYZ2018, complete genome.","MN186250.1"
"873","MN186249","GXSL2018","dog",11292,"China: Shanglin","2018","genotype: 2",11923,"Rabies lyssavirus isolate GXSL2018, complete genome.","MN186249.1"
"874","MN862283","FLI 13205","raccoon",11292,"USA: Alabama","1991","Friedrich Loeffler Institute (FLI) archive",11924,"Rabies lyssavirus isolate FLI 13205, complete genome.","MN862283.1"
"875","MN075931","TH13-42-07240","dog",11292,"Thailand","1999","genotype: TH2C
",11923,"Rabies lyssavirus isolate TH13-42-07240, complete genome.","MN075931.1"
"876","MG099711",NA,NA,11292,"Bangladesh","01-Aug-2016",NA,11928,"Rabies lyssavirus strain HU-BAN2017, complete genome.","MG099711.1"
"877","MH671332","CXZ1704H","Homo sapiens",11292,"China","2017",NA,11925,"Rabies lyssavirus isolate CXZ1704H, complete genome.","MH671332.1"
"878","MN726804","SUB7087","Canis lupus familiaris",11292,"Tanzania","2015","genotype: Cosmopolitan AF1b
",11923,"Rabies lyssavirus isolate SUB7087, partial genome.","MN726804.1"
"879","MK541012","ON.2000.1512RFX","red fox",11292,"Canada: Ontario","2000","subtype: lineage A3",11926,"Rabies lyssavirus isolate ON.2000.1512RFX, complete genome.","MK541012.1"
"880","MK541011","ON.2018.0325SSK","skunk",11292,"Canada: Ontario","2018","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2018.0325SSK, complete genome.","MK541011.1"
"881","MK541010","ON.2018.0248SSK","skunk",11292,"Canada: Ontario","2018","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2018.0248SSK, complete genome.","MK541010.1"
"882","MK541009","ON.2018.0135SSK","skunk",11292,"Canada: Ontario","2018","subtype: lineage A1",11927,"Rabies lyssavirus isolate ON.2018.0135SSK, complete genome.","MK541009.1"
"883","MK541008","ON.2017.1833SSK","skunk",11292,"Canada: Ontario","2017","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2017.1833SSK, complete genome.","MK541008.1"
"884","MK541007","ON.2017.1746SSK","skunk",11292,"Canada: Ontario","2017","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2017.1746SSK, complete genome.","MK541007.1"
"885","MK541006","ON.2017.1555SSK","skunk",11292,"Canada: Ontario","2017","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2017.1555SSK, complete genome.","MK541006.1"
"886","MK541005","ON.2017.1359SSK","skunk",11292,"Canada: Ontario","2017","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2017.1359SSK, complete genome.","MK541005.1"
"887","MK541004","ON.2017.0615RFX","red fox",11292,"Canada: Ontario","2017","subtype: lineage A1",11927,"Rabies lyssavirus isolate ON.2017.0615RFX, complete genome.","MK541004.1"
"888","MK541003","ON.2017.0302BOV","bovine",11292,"Canada: Ontario","2017","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2017.0302BOV, complete genome.","MK541003.1"
"889","MK541002","ON.2017.0240BOV","bovine",11292,"Canada: Ontario","2017","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2017.0240BOV, complete genome.","MK541002.1"
"890","MK541001","ON.2017.0103BOV","bovine",11292,"Canada: Ontario","2017","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2017.0103BOV, complete genome.","MK541001.1"
"891","MK541000","ON.2017.0059BOV","bovine",11292,"Canada: Ontario","2017","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2017.0059BOV, complete genome.","MK541000.1"
"892","MK540999","ON.2016.1850BOV","bovine",11292,"Canada: Ontario","2016","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2016.1850BOV, complete genome.","MK540999.1"
"893","MK540998","ON.2015.1465BOV","bovine",11292,"Canada: Ontario","2015","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2015.1465BOV, complete genome.","MK540998.1"
"894","MK540997","ON.2012.1070CAT","cat",11292,"Canada: Ontario","2012","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2012.1070CAT, complete genome.","MK540997.1"
"895","MK540996","ON.2012.0851SSK","skunk",11292,"Canada: Ontario","2012","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2012.0851SSK, complete genome.","MK540996.1"
"896","MK540995","ON.2011.2894SSK","skunk",11292,"Canada: Ontario","2011","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2011.2894SSK, complete genome.","MK540995.1"
"897","MK540994","ON.2011.1183BOV","bovine",11292,"Canada: Ontario","2011","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2011.1183BOV, complete genome.","MK540994.1"
"898","MK540993","ON.2010.0825SSK","skunk",11292,"Canada: Ontario","2010","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2010.0825SSK, complete genome.","MK540993.1"
"899","MK540992","ON.2009.3558SSK","skunk",11292,"Canada: Ontario","2009","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.2009.3558SSK, complete genome.","MK540992.1"
"900","MK540991","ON.2009.3301RFX","red fox",11292,"Canada: Ontario","2009","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2009.3301RFX, complete genome.","MK540991.1"
"901","MK540990","ON.2009.1290SSK","skunk",11292,"Canada: Ontario","2009","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2009.1290SSK, complete genome.","MK540990.1"
"902","MK540989","ON.2009.1248BOV","bovine",11292,"Canada: Ontario","2009","subtype: lineage A1",11927,"Rabies lyssavirus isolate ON.2009.1248BOV, complete genome.","MK540989.1"
"903","MK540988","ON.2009.1201BOV","bovine",11292,"Canada: Ontario","2009","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2009.1201BOV, complete genome.","MK540988.1"
"904","MK540987","ON.2009.0615RFX","red fox",11292,"Canada: Ontario","2009","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2009.0615RFX, complete genome.","MK540987.1"
"905","MK540986","ON.2008.5563SSK","skunk",11292,"Canada: Ontario","2008","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.2008.5563SSK, complete genome.","MK540986.1"
"906","MK540985","ON.2008.5051RFX","red fox",11292,"Canada: Ontario","2008","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2008.5051RFX, complete genome.","MK540985.1"
"907","MK540984","ON.2008.5022SSK","skunk",11292,"Canada: Ontario","2008","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2008.5022SSK, complete genome.","MK540984.1"
"908","MK540983","ON.2008.3760SSK","skunk",11292,"Canada: Ontario","2008","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2008.3760SSK, complete genome.","MK540983.1"
"909","MK540982","ON.2008.2077SSK","skunk",11292,"Canada: Ontario","2008","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2008.2077SSK, complete genome.","MK540982.1"
"910","MK540981","ON.2008.1385SSK","skunk",11292,"Canada: Ontario","2008","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2008.1385SSK, complete genome.","MK540981.1"
"911","MK540980","ON.2007.6968SSK","skunk",11292,"Canada: Ontario","2007","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2007.6968SSK, complete genome.","MK540980.1"
"912","MK540979","ON.2007.6922SSK","skunk",11292,"Canada: Ontario","2007","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2007.6922SSK, complete genome.","MK540979.1"
"913","MK540978","ON.2007.2201SSK","skunk",11292,"Canada: Ontario","2007","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2007.2201SSK, complete genome.","MK540978.1"
"914","MK540977","ON.2006.6313SSK","skunk",11292,"Canada: Ontario","2006","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2006.6313SSK, complete genome.","MK540977.1"
"915","MK540976","ON.2006.6071SSK","skunk",11292,"Canada: Ontario","2006","subtype: lineage A1",11928,"Rabies lyssavirus isolate ON.2006.6071SSK, complete genome.","MK540976.1"
"916","MK540975","ON.2006.6067SSK","skunk",11292,"Canada: Ontario","2006","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2006.6067SSK, complete genome.","MK540975.1"
"917","MK540974","ON.2006.5378SSK","skunk",11292,"Canada: Ontario","2006","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2006.5378SSK, complete genome.","MK540974.1"
"918","MK540973","ON.2006.3277RFX","red fox",11292,"Canada: Ontario","2006","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2006.3277RFX, complete genome.","MK540973.1"
"919","MK540972","ON.2006.2969SSK","skunk",11292,"Canada: Ontario","2006","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.2006.2969SSK, complete genome.","MK540972.1"
"920","MK540971","ON.2006.1364SSK","skunk",11292,"Canada: Ontario","2006","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2006.1364SSK, complete genome.","MK540971.1"
"921","MK540970","ON.2005.5940SSK","skunk",11292,"Canada: Ontario","2005","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2005.5940SSK, complete genome.","MK540970.1"
"922","MK540969","ON.2005.3118RFX","red fox",11292,"Canada: Ontario","2005","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2005.3118RFX, complete genome.","MK540969.1"
"923","MK540968","ON.2005.0480SSK","skunk",11292,"Canada: Ontario","2005","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.2005.0480SSK, complete genome.","MK540968.1"
"924","MK540967","ON.2005.0241RFX","red fox",11292,"Canada: Ontario","2005","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2005.0241RFX, complete genome.","MK540967.1"
"925","MK540966","ON.2004.8307SSK","skunk",11292,"Canada: Ontario","2004","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.2004.8307SSK, complete genome.","MK540966.1"
"926","MK540965","ON.2004.7960SSK","skunk",11292,"Canada: Ontario","2004","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.2004.7960SSK, complete genome.","MK540965.1"
"927","MK540964","ON.2004.5601SSK","skunk",11292,"Canada: Ontario","2004","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2004.5601SSK, complete genome.","MK540964.1"
"928","MK540963","ON.2003.10263RFX","red fox",11292,"Canada: Ontario","2003","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2003.10263RFX, complete genome.","MK540963.1"
"929","MK540962","ON.2003.7314RFX","red fox",11292,"Canada: Ontario","2003","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2003.7314RFX, complete genome.","MK540962.1"
"930","MK540961","ON.2003.5326SSK","skunk",11292,"Canada: Ontario","2003","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2003.5326SSK, complete genome.","MK540961.1"
"931","MK540960","ON.2003.3324SSK","skunk",11292,"Canada: Ontario","2003","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2003.3324SSK, complete genome.","MK540960.1"
"932","MK540959","ON.2002.9370SSK","skunk",11292,"Canada: Ontario","2002","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2002.9370SSK, complete genome.","MK540959.1"
"933","MK540958","ON.2002.7157SSK","skunk",11292,"Canada: Ontario","2002","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2002.7157SSK, complete genome.","MK540958.1"
"934","MK540957","ON.2002.2997SSK","skunk",11292,"Canada: Ontario","2002","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2002.2997SSK, complete genome.","MK540957.1"
"935","MK540956","ON.2002.0820SSK","skunk",11292,"Canada: Ontario","2002","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.2002.0820SSK, complete genome.","MK540956.1"
"936","MK540955","ON.2001.12063SSK","skunk",11292,"Canada: Ontario","2001","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2001.12063SSK, complete genome.","MK540955.1"
"937","MK540954","ON.2001.11590SSK","skunk",11292,"Canada: Ontario","2001","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.2001.11590SSK, complete genome.","MK540954.1"
"938","MK540953","ON.2001.11378SSK","skunk",11292,"Canada: Ontario","2001","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2001.11378SSK, complete genome.","MK540953.1"
"939","MK540952","ON.2001.10791SSK","skunk",11292,"Canada: Ontario","2001","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2001.10791SSK, complete genome.","MK540952.1"
"940","MK540951","ON.2001.10442SSK","skunk",11292,"Canada: Ontario","2001","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2001.10442SSK, complete genome.","MK540951.1"
"941","MK540950","ON.2001.10248SSK","skunk",11292,"Canada: Ontario","2001","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.2001.10248SSK, complete genome.","MK540950.1"
"942","MK540949","ON.2001.7426SSK","skunk",11292,"Canada: Ontario","2001","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2001.7426SSK, complete genome.","MK540949.1"
"943","MK540948","ON.2001.7043SSK","skunk",11292,"Canada: Ontario","2001","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2001.7043SSK, complete genome.","MK540948.1"
"944","MK540947","ON.2001.5884SSK","skunk",11292,"Canada: Ontario","2001","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2001.5884SSK, complete genome.","MK540947.1"
"945","MK540946","ON.2001.4008SSK","skunk",11292,"Canada: Ontario","2001","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2001.4008SSK, complete genome.","MK540946.1"
"946","MK540945","ON.2000.5945SSK","skunk",11292,"Canada: Ontario","2000","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2000.5945SSK, complete genome.","MK540945.1"
"947","MK540944","ON.2000.4512SSK","skunk",11292,"Canada: Ontario","2000","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2000.4512SSK, complete genome.","MK540944.1"
"948","MK540943","ON.2000.2847RFX","red fox",11292,"Canada: Ontario","2000","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2000.2847RFX, complete genome.","MK540943.1"
"949","MK540942","ON.2000.1848SSK","skunk",11292,"Canada: Ontario","2000","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2000.1848SSK, complete genome.","MK540942.1"
"950","MK540941","ON.2000.1797SSK","skunk",11292,"Canada: Ontario","2000","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2000.1797SSK, complete genome.","MK540941.1"
"951","MK540940","ON.2000.0466SSK","skunk",11292,"Canada: Ontario","2000","subtype: lineage A1",11928,"Rabies lyssavirus isolate ON.2000.0466SSK, complete genome.","MK540940.1"
"952","MK540939","ON.2000.0442SSK","skunk",11292,"Canada: Ontario","2000","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2000.0442SSK, complete genome.","MK540939.1"
"953","MK540938","ON.2000.0422SSK","skunk",11292,"Canada: Ontario","2000","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2000.0422SSK, complete genome.","MK540938.1"
"954","MK540937","ON.2000.0383SSK","skunk",11292,"Canada: Ontario","2000","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2000.0383SSK, complete genome.","MK540937.1"
"955","MK540936","ON.2000.0047SSK","skunk",11292,"Canada: Ontario","2000","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.2000.0047SSK, complete genome.","MK540936.1"
"956","MK540935","ON.1999.6363SSK","skunk",11292,"Canada: Ontario","1999","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1999.6363SSK, complete genome.","MK540935.1"
"957","MK540934","ON.1999.5106RFX","red fox",11292,"Canada: Ontario","1999","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1999.5106RFX, complete genome.","MK540934.1"
"958","MK540933","ON.1999.3074SSK","skunk",11292,"Canada: Ontario","1999","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1999.3074SSK, complete genome.","MK540933.1"
"959","MK540932","ON.1999.3073SSK","skunk",11292,"Canada: Ontario","1999","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1999.3073SSK, complete genome.","MK540932.1"
"960","MK540931","ON.1999.3009SSK","skunk",11292,"Canada: Ontario","1999","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1999.3009SSK, complete genome.","MK540931.1"
"961","MK540930","ON.1999.2980RFX","red fox",11292,"Canada: Ontario","1999","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1999.2980RFX, complete genome.","MK540930.1"
"962","MK540929","ON.1999.1414SSK","skunk",11292,"Canada: Ontario","1999","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1999.1414SSK, complete genome.","MK540929.1"
"963","MK540928","ON.1999.1029SSK","skunk",11292,"Canada: Ontario","1999","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1999.1029SSK, complete genome.","MK540928.1"
"964","MK540927","ON.1999.0172SSK","skunk",11292,"Canada: Ontario","1999","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1999.0172SSK, complete genome.","MK540927.1"
"965","MK540926","ON.1998.4999SSK","skunk",11292,"Canada: Ontario","1998","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1998.4999SSK, complete genome.","MK540926.1"
"966","MK540925","ON.1998.4915SSK","skunk",11292,"Canada: Ontario","1998","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1998.4915SSK, complete genome.","MK540925.1"
"967","MK540924","ON.1998.2038SSK","skunk",11292,"Canada: Ontario","1998","subtype: lineage A1",11927,"Rabies lyssavirus isolate ON.1998.2038SSK, complete genome.","MK540924.1"
"968","MK540923","ON.1998.1489SSK","skunk",11292,"Canada: Ontario","1998","subtype: lineage A1",11924,"Rabies lyssavirus isolate ON.1998.1489SSK, complete genome.","MK540923.1"
"969","MK540922","ON.1998.0794SSK","skunk",11292,"Canada: Ontario","1998","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1998.0794SSK, complete genome.","MK540922.1"
"970","MK540921","ON.1998.0009SSK","skunk",11292,"Canada: Ontario","1998","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1998.0009SSK, complete genome.","MK540921.1"
"971","MK540920","ON.1997.9733SSK","skunk",11292,"Canada: Ontario","1997","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1997.9733SSK, complete genome.","MK540920.1"
"972","MK540919","ON.1996.3873SSK","skunk",11292,"Canada: Ontario","1996","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1996.3873SSK, complete genome.","MK540919.1"
"973","MK540918","ON.1996.2916SSK","skunk",11292,"Canada: Ontario","1996","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1996.2916SSK, complete genome.","MK540918.1"
"974","MK540917","ON.1996.1572SSK","skunk",11292,"Canada: Ontario","1996","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1996.1572SSK, complete genome.","MK540917.1"
"975","MK540916","ON.1996.0714RFX","red fox",11292,"Canada: Ontario","1996","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1996.0714RFX, complete genome.","MK540916.1"
"976","MK540915","ON.1996.0534RFX","red fox",11292,"Canada: Ontario","1996","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1996.0534RFX, complete genome.","MK540915.1"
"977","MK540914","ON.1996.0341RFX","red fox",11292,"Canada: Ontario","1996","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1996.0341RFX, complete genome.","MK540914.1"
"978","MK540913","ON.1996.0212SSK","skunk",11292,"Canada: Ontario","1996","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1996.0212SSK, complete genome.","MK540913.1"
"979","MK540912","ON.1995.6413SSK","skunk",11292,"Canada: Ontario","1995","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1995.6413SSK, complete genome.","MK540912.1"
"980","MK540911","ON.1995.6381RFX","red fox",11292,"Canada: Ontario","1995","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1995.6381RFX, complete genome.","MK540911.1"
"981","MK540910","ON.1995.5042RFX","red fox",11292,"Canada: Ontario","1995","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1995.5042RFX, complete genome.","MK540910.1"
"982","MK540909","ON.1995.5013RFX","red fox",11292,"Canada: Ontario","1995","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1995.5013RFX, complete genome.","MK540909.1"
"983","MK540908","ON.1995.4428RFX","red fox",11292,"Canada: Ontario","1995","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1995.4428RFX, complete genome.","MK540908.1"
"984","MK540907","ON.1995.3870SSK","skunk",11292,"Canada: Ontario","1995","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1995.3870SSK, complete genome.","MK540907.1"
"985","MK540906","ON.1995.3267RFX","red fox",11292,"Canada: Ontario","1995","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1995.3267RFX, complete genome.","MK540906.1"
"986","MK540905","ON.1993.2321RFX","red fox",11292,"Canada: Ontario","1993","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1993.2321RFX, complete genome.","MK540905.1"
"987","MK540904","ON.1993.0661RFX","red fox",11292,"Canada: Ontario","1993","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1993.0661RFX, complete genome.","MK540904.1"
"988","MK540903","ON.1993.0215RFX","red fox",11292,"Canada: Ontario","1993","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1993.0215RFX, complete genome.","MK540903.1"
"989","MK540902","ON.1993.0173SSK","skunk",11292,"Canada: Ontario","1993","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1993.0173SSK, complete genome.","MK540902.1"
"990","MK540901","ON.1991.6795RFX","red fox",11292,"Canada: Ontario","1991","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1991.6795RFX, complete genome.","MK540901.1"
"991","MK540900","ON.1991.5537RFX","red fox",11292,"Canada: Ontario","1991","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1991.5537RFX, complete genome.","MK540900.1"
"992","MK540899","ON.1991.2151RFX","red fox",11292,"Canada: Ontario","1991","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1991.2151RFX, complete genome.","MK540899.1"
"993","MK540898","ON.1991.1399RFX","red fox",11292,"Canada: Ontario","1991","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1991.1399RFX, complete genome.","MK540898.1"
"994","MK540897","ON.1991.1348SSK","skunk",11292,"Canada: Ontario","1991","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1991.1348SSK, complete genome.","MK540897.1"
"995","MK540896","ON.1991.1035SSK","skunk",11292,"Canada: Ontario","1991","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1991.1035SSK, complete genome.","MK540896.1"
"996","MK540895","ON.1991.0987RFX","red fox",11292,"Canada: Ontario","1991","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1991.0987RFX, complete genome.","MK540895.1"
"997","MK540894","ON.1991.0851SSK","skunk",11292,"Canada: Ontario","1991","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1991.0851SSK, complete genome.","MK540894.1"
"998","MK540893","ON.1991.0789SSK","skunk",11292,"Canada: Ontario","1991","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1991.0789SSK, complete genome.","MK540893.1"
"999","MK540892","ON.1990.9510SSK","skunk",11292,"Canada: Ontario","1990","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1990.9510SSK, complete genome.","MK540892.1"
"1000","MK540891","ON.1990.9509SSK","skunk",11292,"Canada: Ontario","1990","subtype: lineage A1",11924,"Rabies lyssavirus isolate ON.1990.9509SSK, complete genome.","MK540891.1"
"1001","MK540890","ON.1990.9340SSK","skunk",11292,"Canada: Ontario","1990","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1990.9340SSK, complete genome.","MK540890.1"
"1002","MK540889","ON.1990.9339RFX","red fox",11292,"Canada: Ontario","1990","subtype: lineage A1",11926,"Rabies lyssavirus isolate ON.1990.9339RFX, complete genome.","MK540889.1"
"1003","MK540888","ON.1990.9236RFX","red fox",11292,"Canada: Ontario","1990","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1990.9236RFX, complete genome.","MK540888.1"
"1004","MK540887","ON.1990.9199SSK","skunk",11292,"Canada: Ontario","1990","subtype: lineage A1",11925,"Rabies lyssavirus isolate ON.1990.9199SSK, complete genome.","MK540887.1"
"1005","MK540886","PA.1989.1872R","raccoon",11292,"USA: Pennsylvania","1989",NA,11924,"Rabies lyssavirus isolate PA.1989.1872R, complete genome.","MK540886.1"
